pathogenid,direct,direct_sexual,direct_vertical,indirect,fecal_oral,ingestion,inhalation,environment,vector,name
3434853,1,1,0,1,0,0,0,0,0,bovine gammaherpesvirus 4
27495296,1,1,0,0,0,0,0,0,0,cercopithecus kandti rhadinovirus
3812136,1,1,0,0,0,0,0,0,0,cetacea gammaherpesvirus
26745963,1,1,0,0,0,0,0,0,0,dolphin gammaherpesvirus
3858247,1,1,0,0,0,0,0,0,0,elephantid herpesvirus 5
3788216,1,1,0,0,0,0,0,0,0,fallow deer lymphotropic herpesvirus
26205616,1,1,0,0,0,0,0,0,0,gorilla beringei beringei rhadinovirus 1
3765578,1,1,0,0,0,0,0,0,0,hippopotamus amphibius rhadinovirus 1
3455485,1,1,0,1,0,0,0,0,0,human gammaherpesvirus 8
3628488,1,1,0,0,0,0,0,0,0,macacine gammaherpesvirus 5
3695668,1,1,0,0,0,0,0,0,0,malignant catarrhal fever virus in white-tailed deer
3449621,1,1,0,1,0,0,0,0,0,murid gammaherpesvirus 4
3899174,1,1,0,0,0,0,0,0,0,mus cervicolor rhadinovirus 1
3765573,1,1,0,0,0,0,0,0,0,mus musculus rhadinovirus 1
3899502,1,1,0,0,0,0,0,0,0,myodes glareolus rhadinovirus 1
3644527,1,1,0,0,0,0,0,0,0,pan rhadino-herpesvirus 2
3643987,1,1,0,0,0,0,0,0,0,pan troglodytes rhadinovirus 2
4064035,1,1,0,0,0,0,0,0,0,pan troglodytes rhadinovirus 3
3858248,1,1,0,0,0,0,0,0,0,procavid herpesvirus 1
26745859,1,1,0,0,0,0,0,0,0,ruminant rhadinovirus 2
3434845,1,1,0,1,0,0,0,0,0,saimiriine gammaherpesvirus 2
3707136,1,1,0,0,0,0,0,0,0,suiformes rhadinovirus genogroup 1
3695321,1,1,0,0,0,0,0,0,0,type 1 ruminant rhadinovirus
3695320,1,1,0,0,0,0,0,0,0,type 2 ruminant rhadinovirus
27808586,1,0,1,0,0,0,1,0,0,cervid herpesvirus 3
26205552,1,0,1,0,0,0,1,0,0,gorilla gorilla herpesvirus 7
3434820,1,0,1,0,0,0,1,0,0,human betaherpesvirus 6
3434827,1,0,1,1,0,0,1,0,0,human betaherpesvirus 7
26205638,1,0,1,0,0,0,1,0,0,macacine betaherpesvirus 9
26205488,1,0,1,0,0,0,1,0,0,pan troglodytes herpesvirus 7
3765583,1,0,1,0,0,0,1,0,0,pan troglodytes roseolovirus 1
23539716,1,0,1,0,0,0,1,0,0,suid betaherpesvirus 2
3434709,1,0,0,1,0,0,0,0,0,bovine alphaherpesvirus 2
3434751,1,1,0,0,0,0,0,0,0,cercopithecine alphaherpesvirus 2
3994641,1,1,0,0,0,0,0,0,0,eidolon dupraenum simplexvirus 1
3994642,1,1,0,0,0,0,0,0,0,eidolon helvum simplexvirus 1
3434715,1,1,0,1,0,0,0,0,0,human alphaherpesvirus 1
3434739,1,1,1,1,0,0,0,0,0,human alphaherpesvirus 2
3921008,1,0,0,0,0,0,0,0,0,leporid alphaherpesvirus 4
3994643,1,1,0,0,0,0,0,0,0,lonchophylla thomasi simplexvirus 1
3434765,1,1,0,1,0,0,0,0,0,macacine alphaherpesvirus 1
3613342,1,1,0,0,0,0,0,0,0,macropodid alphaherpesvirus 1
3535416,1,0,0,0,0,0,0,0,0,macropodid alphaherpesvirus 2
3787876,1,0,0,0,0,0,0,0,0,panine alphaherpesvirus 3
3795285,1,1,0,0,0,0,0,0,0,papiine alphaherpesvirus 2
3994644,1,1,0,0,0,0,0,0,0,pteropus lylei simplexvirus 1
3434796,1,1,0,0,0,0,0,0,0,saimiriine alphaherpesvirus 1
3434755,1,1,0,0,0,0,1,0,0,bovine alphaherpesvirus 1
3452126,1,1,0,1,0,0,1,0,0,bovine alphaherpesvirus 5
3673213,1,0,0,0,0,0,1,0,0,bubaline alphaherpesvirus 1
3643011,1,1,0,0,0,0,1,0,0,canid alphaherpesvirus 1
3459963,1,1,0,1,0,0,1,0,0,caprine alphaherpesvirus 1
3452128,1,0,0,0,0,0,1,0,0,cercopithecine alphaherpesvirus 9
3529209,1,1,0,0,0,0,1,0,0,cervid alphaherpesvirus 1
3817273,1,1,0,0,0,0,1,0,0,cervid alphaherpesvirus 2
3816590,1,0,0,0,0,0,1,0,0,elk herpesvirus
3434767,1,0,0,1,0,0,1,0,0,equid alphaherpesvirus 1
3530040,1,1,0,0,0,0,1,0,0,equid alphaherpesvirus 3
3434777,1,0,0,1,0,0,1,0,0,equid alphaherpesvirus 4
3459451,1,0,0,0,0,0,1,0,0,equid alphaherpesvirus 8
3487622,1,0,0,1,0,0,1,0,0,equid alphaherpesvirus 9
3434781,1,1,0,1,0,0,1,0,0,felid alphaherpesvirus 1
3434783,1,1,0,1,0,0,1,0,0,human alphaherpesvirus 3
3473020,1,0,0,0,0,0,0,0,0,phocid alphaherpesvirus 1
3434790,1,1,0,1,0,0,1,1,0,suid alphaherpesvirus 1
3434972,0,0,0,0,0,1,0,0,0,thermoproteus tenax virus 1
4073779,0,0,0,1,0,0,0,0,0,marseillevirus marseillevirus
4221557,0,0,0,1,0,0,0,0,0,senegalvirus marseillevirus
3791691,1,1,0,1,0,0,0,0,0,alphapapillomavirus 1
3788617,1,1,0,1,0,0,0,0,0,alphapapillomavirus 10
3791692,1,1,0,1,0,0,0,0,0,alphapapillomavirus 11
3435090,1,1,0,1,0,0,0,0,0,alphapapillomavirus 12
3788629,1,1,0,1,0,0,0,0,0,alphapapillomavirus 13
3791683,1,1,0,1,0,0,0,0,0,alphapapillomavirus 2
3788630,1,1,0,1,0,0,0,0,0,alphapapillomavirus 3
3791686,1,1,0,1,0,0,0,0,0,alphapapillomavirus 4
3791687,1,1,0,1,0,0,0,0,0,alphapapillomavirus 5
3791693,1,1,0,1,0,0,0,0,0,alphapapillomavirus 6
3791685,1,1,0,1,0,0,0,0,0,alphapapillomavirus 7
3788620,1,1,0,1,0,0,0,0,0,alphapapillomavirus 8
3791684,1,1,0,1,0,0,0,0,0,alphapapillomavirus 9
3791694,1,0,0,0,0,0,0,0,0,betapapillomavirus 1
3788781,1,0,0,0,0,0,0,0,0,betapapillomavirus 2
3789050,1,0,0,0,0,0,0,0,0,betapapillomavirus 3
3789051,1,0,0,0,0,0,0,0,0,betapapillomavirus 4
3789052,1,0,0,0,0,0,0,0,0,betapapillomavirus 5
3481670,1,0,0,0,0,0,0,0,0,colobus monkey papillomavirus
27232016,1,0,0,0,0,0,0,0,0,human betapapillomavirus
3490912,1,0,0,0,0,0,0,0,0,macaca fascicularis papillomavirus
26202622,1,0,0,0,0,0,0,0,0,chipapillomavirus 1
26747963,1,0,0,0,0,0,0,0,0,chipapillomavirus 2
26202689,1,0,0,0,0,0,0,0,0,chipapillomavirus 3
3435080,1,0,0,0,0,0,0,0,0,deltapapillomavirus 1
3435078,1,0,0,0,0,0,0,0,0,deltapapillomavirus 2
3791695,1,0,0,0,0,0,0,0,0,deltapapillomavirus 4
26552541,1,0,0,0,0,0,0,0,0,deltapapillomavirus 5
27298814,1,0,0,0,0,0,0,0,0,dyochipapillomavirus 1
4219314,1,0,0,0,0,0,0,0,0,dyoiotapapillomavirus 1
27246606,1,0,0,0,0,0,0,0,0,dyoiotapapillomavirus 2
4025666,1,0,0,0,0,0,0,0,0,dyokappapapillomavirus 1
27727391,1,0,0,0,0,0,0,0,0,dyokappapapillomavirus 2
27500482,1,0,0,0,0,0,0,0,0,dyokappapapillomavirus 3
27500488,1,0,0,0,0,0,0,0,0,dyokappapapillomavirus 4
4110301,1,0,0,0,0,0,0,0,0,dyolambdapapillomavirus 1
4250019,1,0,0,0,0,0,0,0,0,dyonupapillomavirus 1
27775963,1,0,0,0,0,0,0,0,0,dyoomegapapillomavirus 1
26323240,1,0,0,0,0,0,0,0,0,dyoomikronpapillomavirus 1
27793434,1,0,0,0,0,0,0,0,0,dyophipapillomavirus 1
4082321,1,0,0,0,0,0,0,0,0,dyopipapillomavirus 1
27775961,1,0,0,0,0,0,0,0,0,dyopsipapillomavirus 1
27295640,1,0,0,0,0,0,0,0,0,dyorhopapillomavirus 1
26323246,1,0,0,0,0,0,0,0,0,dyosigmapapillomavirus 1
27727389,1,0,0,0,0,0,0,0,0,dyoupsilonpapillomavirus 1
26552587,1,0,0,1,0,0,0,0,0,dyoxipapillomavirus 1
27500490,1,0,0,0,0,0,0,0,0,dyoxipapillomavirus 2
3460994,1,0,0,1,0,0,0,0,0,epsilonpapillomavirus 1
3435101,1,0,0,0,0,0,0,0,0,chaffinch papillomavirus
3788782,1,0,0,1,0,0,0,0,0,gammapapillomavirus 1
26552659,1,0,0,1,0,0,0,0,0,gammapapillomavirus 10
26328584,1,0,0,1,0,0,0,0,0,gammapapillomavirus 11
26328586,1,0,0,1,0,0,0,0,0,gammapapillomavirus 12
26552661,1,0,0,1,0,0,0,0,0,gammapapillomavirus 13
26552663,1,0,0,1,0,0,0,0,0,gammapapillomavirus 14
26552665,1,0,0,1,0,0,0,0,0,gammapapillomavirus 15
26552667,1,0,0,1,0,0,0,0,0,gammapapillomavirus 16
26552669,1,0,0,1,0,0,0,0,0,gammapapillomavirus 17
26328588,1,0,0,1,0,0,0,0,0,gammapapillomavirus 18
3788783,1,0,0,1,0,0,0,0,0,gammapapillomavirus 2
26328592,1,0,0,1,0,0,0,0,0,gammapapillomavirus 20
27765035,1,0,0,1,0,0,0,0,0,gammapapillomavirus 21
27826466,1,0,0,1,0,0,0,0,0,gammapapillomavirus 22
27778539,1,0,0,1,0,0,0,0,0,gammapapillomavirus 24
27856566,1,0,0,1,0,0,0,0,0,gammapapillomavirus 25
27665302,1,0,0,1,0,0,0,0,0,gammapapillomavirus 27
3788786,1,0,0,1,0,0,0,0,0,gammapapillomavirus 5
26552671,1,0,0,1,0,0,0,0,0,gammapapillomavirus 6
26328594,1,0,0,1,0,0,0,0,0,gammapapillomavirus 7
26328596,1,0,0,1,0,0,0,0,0,gammapapillomavirus 8
26552673,1,0,0,1,0,0,0,0,0,gammapapillomavirus 9
3435084,1,0,0,0,0,0,0,0,0,iotapapillomavirus 1
24641587,1,0,0,0,0,0,0,0,0,iotapapillomavirus 2
3599586,1,0,0,0,0,0,0,0,0,kappapapillomavirus 1
3435176,1,0,0,0,0,0,0,0,1,kappapapillomavirus 2
3653605,1,0,0,0,0,0,0,0,0,lambdapapillomavirus 1
3452148,1,0,0,1,0,0,0,0,0,lambdapapillomavirus 2
27856732,1,0,0,0,0,0,0,0,0,lambdapapillomavirus 4
3789047,1,0,0,0,0,0,0,0,0,mupapillomavirus 1
27381809,1,0,0,0,0,0,0,0,0,mupapillomavirus 3
3534004,1,0,0,0,0,0,0,0,0,omikronpapillomavirus 1 
27723707,1,0,0,0,0,0,0,0,0,bos taurus papillomavirus 20
3435092,1,0,0,1,0,0,0,0,0,bovine papillomavirus
26745825,1,0,0,0,0,0,0,0,0,bovine papillomavirus 32b
26745827,1,0,0,0,0,0,0,0,0,bovine papillomavirus 7z
27097318,1,0,0,0,0,0,0,0,0,camel papillomavirus
26747439,1,0,0,1,0,0,0,0,0,canine papillomavirus
3673665,1,1,0,0,0,0,0,0,0,chimpanzee papillomavirus
26201254,1,0,0,0,0,0,0,0,0,duck papillomavirus
27744679,1,0,0,0,0,0,0,0,0,eidolon helvum papillomavirus 4
27744681,1,0,0,0,0,0,0,0,0,eidolon helvum papillomavirus 5
27744683,1,0,0,0,0,0,0,0,0,eidolon helvum papillomavirus 6
27786498,1,0,0,0,0,0,0,0,0,eidolon helvum papillomavirus 7
27861136,1,0,0,0,0,0,0,0,0,eptesicus isabellinus papillomavirus
27861134,1,0,0,0,0,0,0,0,0,eptesicus serotinus papillomavirus
27345570,1,0,0,0,0,0,0,0,0,equine papillomavirus
4040585,1,0,0,0,0,0,0,0,0,feline sarcoid-associated papillomavirus
27758099,1,0,0,0,0,0,0,0,0,ferret papillomavirus
3720567,1,0,0,0,0,0,0,0,0,florida manatee papillomavirus
3435082,1,0,0,0,0,0,0,0,0,human papillomavirus
27655259,1,0,0,0,0,0,0,0,0,human papillomavirus kc5
27734961,1,0,0,0,0,0,0,0,0,human papillomavirus type 78
3461002,1,0,0,0,0,0,0,0,0,ovine papillomavirus
27755415,1,0,0,0,0,0,0,0,0,pteropus giganteus papillomavirus type 1
27860012,1,0,0,0,0,0,0,0,0,rangifer tarandus granti papillomavirus
27808584,1,0,0,0,0,0,0,0,0,rangifer tarandus papillomavirus 3
3571396,1,0,0,0,0,0,0,0,0,trichosurus vulpecula papillomavirus
27863686,1,0,0,0,0,0,0,0,0,tursiops aduncus papillomavirus
24562512,1,1,0,0,0,0,0,0,0,pipapillomavirus 1
24609452,1,1,0,0,0,0,0,0,0,pipapillomavirus 2
3821029,1,0,0,0,0,0,0,0,0,psipapillomavirus 1
27543093,1,0,0,0,0,0,0,0,0,psipapillomavirus 2
27273496,1,0,0,0,0,0,0,0,0,psipapillomavirus 3
3750238,1,0,0,0,0,0,0,0,0,rhopapillomavirus 1
27556939,1,0,0,0,0,0,0,0,0,rhopapillomavirus 2
3750239,1,0,0,0,0,0,0,0,0,sigmapapillomavirus 1
26748013,1,0,0,0,0,0,0,0,0,feline papillomavirus type 3
26748063,1,0,0,0,0,0,0,0,0,taupapillomavirus 1
26350136,1,0,0,0,0,0,0,0,0,taupapillomavirus 2
27273610,1,0,0,0,0,0,0,0,0,taupapillomavirus 3
3668354,1,0,0,0,0,0,0,0,0,thetapapillomavirus 1
27775967,1,0,0,0,0,0,0,0,0,treisdeltapapillomavirus 1
27779081,1,0,0,0,0,0,0,0,0,treisepsilonpapillomavirus 1
27229038,1,0,0,0,0,0,0,0,0,treisetapapillomavirus 1
27693587,1,0,0,0,0,0,0,0,0,treisthetapapillomavirus 1
27855426,1,0,0,0,0,0,0,0,0,treiszetapapillomavirus 1
4217053,1,0,0,0,0,0,0,0,0,upsilonpapillomavirus 2
4082320,1,0,0,0,0,0,0,0,0,upsilonpapillomavirus 3
3435072,1,0,0,0,0,0,0,0,0,xipapillomavirus 1
26553247,1,0,0,0,0,0,0,0,0,xipapillomavirus 2
27808582,1,0,0,0,0,0,0,0,0,xipapillomavirus 3
27500484,1,0,0,0,0,0,0,0,0,xipapillomavirus 4
3788776,1,0,0,0,0,0,0,0,0,zetapapillomavirus 1
26205236,0,0,0,0,1,1,0,0,0,acerodon celebensis polyomavirus 1
27629007,0,0,0,0,1,1,0,0,0,carollia perspicillata polyomavirus 1
28458273,0,0,0,0,1,1,0,0,0,chlorocebus pygerythrus polyomavirus 1
26205234,0,0,0,0,1,1,0,0,0,dobsonia moluccensis polyomavirus 1
4212727,0,0,0,0,1,1,0,0,0,gorilla gorilla polyomavirus 1
27789517,0,0,0,0,1,1,0,0,0,human polyomavirus 13
3932358,0,0,0,0,1,1,0,0,0,human polyomavirus 5
4164252,0,0,0,0,1,1,0,0,0,human polyomavirus 8
4221022,0,0,0,0,1,1,0,0,0,human polyomavirus 9
26303162,0,0,0,0,1,1,0,0,0,mesocricetus auratus polyomavirus 1
27343860,0,0,0,0,1,1,0,0,0,molossus molossus polyomavirus 1
26303164,0,0,0,0,1,1,0,0,0,mus musculus polyomavirus 1
26205516,0,0,0,0,1,1,0,0,0,papio cynocephalus polyomavirus 1
27342870,0,0,0,0,1,1,0,0,0,pongo abelii polyomavirus 1
27240550,0,0,0,0,1,1,0,0,0,procyon lotor polyomavirus 1
26303094,0,0,0,0,1,1,0,0,0,rattus norvegicus polyomavirus 1
26205240,0,0,1,0,1,1,0,0,0,acerodon celebensis polyomavirus 2
27509057,0,0,1,0,1,1,0,0,0,cercopithecus erythrotis polyomavirus 1
27343858,0,0,1,0,1,1,0,0,0,desmodus rotundus polyomavirus 1
26205242,0,0,1,0,1,1,0,0,0,dobsonia moluccensis polyomavirus 2
26205244,0,0,1,0,1,1,0,0,0,dobsonia moluccensis polyomavirus 3
26331088,0,0,1,0,1,1,0,0,0,human polyomavirus 1
3435192,0,0,1,0,1,1,0,0,0,human polyomavirus 2
3869614,0,0,1,0,1,1,0,0,0,human polyomavirus 3
26552729,0,0,1,0,1,1,0,0,0,human polyomavirus 4
27760195,0,0,1,0,1,1,0,0,0,loxodonta africana polyomavirus 1
26205414,0,0,1,0,1,1,0,0,0,macaca mulatta polyomavirus 1
4180721,0,0,1,0,1,1,0,0,0,mastomys natalensis polyomavirus 1
27630185,0,0,1,0,1,1,0,0,0,meles meles polyomavirus 1
27416532,0,0,1,0,1,1,0,0,0,microtus arvalis polyomavirus 1
26303166,0,0,1,0,1,1,0,0,0,mus musculus polyomavirus 2
27416530,0,0,1,0,1,1,0,0,0,myodes glareolus polyomavirus 1
26205496,0,0,1,0,1,1,0,0,0,pan troglodytes polyomavirus 8
27629005,0,0,1,0,1,1,0,0,0,pteronotus parnellii polyomavirus 1
3895567,0,0,1,0,1,1,0,0,0,saimiri boliviensis polyomavirus 1
4089591,0,0,1,0,1,1,0,0,0,zalophus californianus polyomavirus 1
27413410,0,0,0,0,1,1,0,0,0,human polyomavirus 10
27516519,0,0,0,0,1,1,0,0,0,human polyomavirus 11
4100229,0,0,0,0,1,1,0,0,0,human polyomavirus 6
4100230,0,0,0,0,1,1,0,0,0,human polyomavirus 7
3678401,1,0,0,0,1,1,1,1,0,anser anser polyomavirus 1
26552359,1,0,0,0,1,1,1,1,0,aves polyomavirus 1
3803193,0,0,0,0,1,1,0,0,0,corvus monedula polyomavirus 1
27813686,0,0,0,0,1,1,0,0,0,cracticus torquatus polyomavirus 1
27619731,0,0,0,0,1,1,0,0,0,pygoscelis adeliae polyomavirus 1
3803194,1,0,0,0,1,1,1,1,0,pyrrhula pyrrhula polyomavirus 1
4175956,0,0,0,0,1,1,0,0,0,serinus canaria polyomavirus 1
3437738,1,0,0,0,1,1,0,0,0,african green monkey polyomavirus
26201190,1,0,0,0,1,1,1,1,0,avian polyomavirus
26205230,0,0,0,0,1,1,0,0,0,bat polyomavirus
26316488,0,0,0,0,1,1,0,0,0,bos taurus polyomavirus 1
26316552,0,0,0,0,1,1,0,0,0,bovine polyomavirus 2
4180253,0,0,0,0,1,1,0,0,0,capuchin monkey polyomavirus
3762889,0,0,0,0,1,1,0,0,0,chimpanzee polyomavirus
26745917,0,0,0,0,1,1,0,0,0,delphinus delphis polyomavirus 1
26205606,0,0,0,0,1,1,0,0,0,gorilla beringei beringei polyomavirus
26205604,0,0,0,0,1,1,0,0,0,gorilla beringei graueri polyomavirus
26205602,0,0,0,0,1,1,0,0,0,gorilla gorilla gorilla polyomavirus
4180249,0,0,0,0,1,1,0,0,0,gorilla polyomavirus
4180251,0,0,0,0,1,1,0,0,0,hamadryas baboon polyomavirus
4180250,0,0,0,0,1,1,0,0,0,mandrill polyomavirus
27245956,0,0,0,0,1,1,0,0,0,mx polyomavirus
4026996,0,0,0,0,1,1,0,0,0,orangutan polyomavirus
26745683,0,0,0,0,1,1,0,0,0,ovine polyomavirus
27462784,0,0,0,0,1,1,0,0,0,pan paniscus polyomavirus
26205500,0,0,0,0,1,1,0,0,0,pan troglodytes schweinfurthii polyomavirus
4212220,0,0,0,0,1,1,0,0,0,pan troglodytes schweinfurthii polyomavirus 1
26205502,0,0,0,0,1,1,0,0,0,pan troglodytes troglodytes polyomavirus
26205478,0,0,0,0,1,1,0,0,0,pan troglodytes troglodytes polyomavirus 1
4180248,0,0,0,0,1,1,0,0,0,pygmy chimpanzee polyomavirus
27786270,0,0,0,0,1,1,0,0,0,rangifer tarandus granti polyomavirus
27595044,0,0,0,0,1,1,0,0,0,sea otter polyomavirus 1
26745795,0,0,0,0,1,1,0,0,0,sheep polyomavirus 1
3471899,0,0,0,0,1,1,0,0,0,simian virus 12
27664788,0,0,0,0,1,1,0,0,0,sus scrofa polyomavirus 1
27618655,0,0,0,0,1,1,0,0,0,tadarida brasiliensis polyomavirus 1
27618657,0,0,0,0,1,1,0,0,0,tadarida brasiliensis polyomavirus 2
26201036,1,0,0,1,0,0,1,1,1,bald eagle poxvirus
26201034,1,0,0,1,0,0,1,1,1,brazilian penguinpox virus
3467181,1,0,0,1,0,0,1,1,1,canarypox virus
26201038,1,0,0,1,0,0,1,1,1,cape sugarbird pox virus
3941417,1,0,0,1,0,0,1,1,1,flamingo poxvirus
3434653,1,0,0,1,0,0,1,1,1,fowlpox virus
3696298,1,0,0,1,0,0,1,1,1,hawaiian goose poxvirus
4035361,1,0,0,1,0,0,1,1,1,penguinpox virus
3434657,1,0,0,1,0,0,1,1,1,pigeonpox virus
3849145,1,0,0,1,0,0,1,1,1,quailpox virus
26201040,1,0,0,1,0,0,1,1,1,spheniscus humboldti poxvirus
3791172,1,0,0,1,0,0,1,1,1,turkeypox virus
3695476,1,0,0,1,0,0,1,1,1,vultur gryphus poxvirus
3658383,1,0,0,1,0,0,1,1,1,goatpox virus
3494289,1,0,0,1,0,0,1,1,1,lumpy skin disease virus
3434661,1,0,0,1,0,0,1,1,1,sheeppox virus
3761684,1,0,0,1,0,0,0,0,0,mule deerpox virus
27721481,1,0,0,1,0,0,0,1,1,pteropox virus
26747763,1,0,0,1,0,0,0,1,0,sea otter poxvirus
3707054,1,0,0,1,0,0,0,1,1,squirrelpox virus
3434675,1,0,0,0,0,0,0,0,1,malignant rabbit fibroma virus
3434673,1,0,0,0,0,0,0,0,1,myxoma virus
3434669,1,0,0,0,0,0,0,0,1,rabbit fibroma virus
3969549,1,0,0,0,0,0,0,0,1,squirrel fibroma virus
3434685,1,1,0,0,0,0,0,0,0,molluscum contagiosum virus
3442991,1,0,0,1,0,0,1,1,1,camelpox virus
3775757,1,0,0,0,0,0,0,0,0,cetacean poxvirus 1
3774939,1,0,0,0,0,0,0,0,0,cetacean poxvirus 2
3434618,1,0,0,0,0,0,0,0,0,cowpox virus
3437786,1,0,0,1,0,0,0,0,0,ectromelia virus
3434620,1,0,0,1,0,0,0,1,0,monkeypox virus
3434643,1,0,0,0,0,0,0,0,0,raccoonpox virus
3634278,1,0,0,0,0,0,0,0,0,skunkpox virus
3717949,1,0,0,0,0,0,0,0,0,steller sea lion poxvirus
3442989,1,0,0,0,0,0,0,0,0,taterapox virus
3434622,1,1,0,0,0,0,0,0,0,vaccinia virus
3434641,1,0,0,1,0,0,1,1,0,variola virus
3442993,1,0,0,0,0,0,0,0,0,volepox virus
3606293,1,0,0,1,0,0,0,1,0,bovine papular stomatitis virus
4049021,1,0,0,1,0,0,0,1,0,camel contagious ecthyma virus
26748019,1,0,0,1,0,0,0,1,0,equine parapoxvirus
3434647,1,0,0,1,0,0,0,1,0,orf virus
3606294,1,0,0,1,0,0,0,1,0,parapoxvirus of red deer in new zealand
3606292,1,0,0,1,0,0,0,1,0,pseudocowpox virus
3727116,1,0,0,1,0,0,0,1,0,reindeer parapoxvirus
3659447,1,0,0,1,0,0,0,1,0,seal parapoxvirus
26205248,1,0,0,0,0,0,0,0,0,bat poxvirus
4073045,1,0,0,1,0,0,0,0,0,canadian squirrelpox virus
3459092,1,0,0,0,0,0,0,0,0,cotia virus
27786502,1,0,0,0,0,0,0,0,0,eidolon helvum poxvirus 1
27272630,1,0,0,0,0,0,0,0,0,eptesipox virus
3434679,1,0,0,0,0,0,0,0,0,swinepox virus
3563150,1,0,0,0,0,0,0,0,1,tanapox virus
3458036,1,0,0,0,0,0,0,0,1,yaba monkey tumor virus
26205446,0,1,0,1,1,1,0,0,0,simian torque teno virus
26205448,0,1,0,1,1,1,0,0,0,simian torque teno virus 30
26205450,0,1,0,1,1,1,0,0,0,simian torque teno virus 31
26205452,0,1,0,1,1,1,0,0,0,simian torque teno virus 32
26205454,0,1,0,1,1,1,0,0,0,simian torque teno virus 33
26205456,0,1,0,1,1,1,0,0,0,simian torque teno virus 34
4067809,0,1,0,1,1,1,0,0,0,torque teno virus 1
4067818,0,1,0,1,1,1,0,0,0,torque teno virus 10
4067819,0,1,0,1,1,1,0,0,0,torque teno virus 11
4067820,0,1,0,1,1,1,0,0,0,torque teno virus 12
4067821,0,1,0,1,1,1,0,0,0,torque teno virus 13
4067822,0,1,0,1,1,1,0,0,0,torque teno virus 14
4067823,0,1,0,1,1,1,0,0,0,torque teno virus 15
4067824,0,1,0,1,1,1,0,0,0,torque teno virus 16
4067825,0,1,0,1,1,1,0,0,0,torque teno virus 17
4067826,0,1,0,1,1,1,0,0,0,torque teno virus 18
4067827,0,1,0,1,1,1,0,0,0,torque teno virus 19
4067810,0,1,0,1,1,1,0,0,0,torque teno virus 2
4067828,0,1,0,1,1,1,0,0,0,torque teno virus 20
4067829,0,1,0,1,1,1,0,0,0,torque teno virus 21
4067830,0,1,0,1,1,1,0,0,0,torque teno virus 22
4067831,0,1,0,1,1,1,0,0,0,torque teno virus 23
4067832,0,1,0,1,1,1,0,0,0,torque teno virus 24
4067833,0,1,0,1,1,1,0,0,0,torque teno virus 25
4067834,0,1,0,1,1,1,0,0,0,torque teno virus 26
4067835,0,1,0,1,1,1,0,0,0,torque teno virus 27
4067836,0,1,0,1,1,1,0,0,0,torque teno virus 28
4067837,0,1,0,1,1,1,0,0,0,torque teno virus 29
4067811,0,1,0,1,1,1,0,0,0,torque teno virus 3
4067812,0,1,0,1,1,1,0,0,0,torque teno virus 4
4067813,0,1,0,1,1,1,0,0,0,torque teno virus 5
4067814,0,1,0,1,1,1,0,0,0,torque teno virus 6
4067815,0,1,0,1,1,1,0,0,0,torque teno virus 7
4067816,0,1,0,1,1,1,0,0,0,torque teno virus 8
4067817,0,1,0,1,1,1,0,0,0,torque teno virus 9
26205628,0,1,0,1,1,1,0,0,0,chimpanzee anellovirus
1861840,0,1,0,1,1,1,0,0,0,feline anellovirus
2016460,0,1,0,1,1,1,0,0,0,giant panda anellovirus
26205600,0,1,0,1,1,1,0,0,0,gorilla anellovirus
2012640,0,1,0,1,1,1,0,0,0,lesser panda anellovirus
24574231,0,1,1,1,1,1,0,0,0,micro torque teno virus
2054609,0,1,0,1,1,1,0,0,0,opossum torque teno virus
27864476,0,1,0,1,1,1,0,0,0,rodent torque teno virus 1
27584525,0,1,0,1,1,1,0,0,0,rodent torque teno virus 2
2054610,0,1,0,1,1,1,0,0,0,rodent torque teno virus 3
2054611,0,1,0,1,1,1,0,0,0,rodent torque teno virus 4
2054612,0,1,0,1,1,1,0,0,0,rodent torque teno virus 5
2054613,0,1,0,1,1,1,0,0,0,rodent torque teno virus 6
2054614,0,1,0,1,1,1,0,0,0,rodent torque teno virus 7
2054615,0,1,0,1,1,1,0,0,0,rodent torque teno virus 8
26745981,0,1,0,1,1,1,0,0,0,seal anellovirus 2
26347630,0,1,0,1,1,1,0,0,0,seal anellovirus 3
26347632,0,1,0,1,1,1,0,0,0,seal anellovirus 4
3612885,0,1,0,1,1,1,0,0,0,sen virus
3842334,0,1,0,1,1,1,0,0,0,small anellovirus
2249932,0,1,0,1,1,1,0,0,0,torque teno Arctocephalus gazella virus 1
2249933,0,1,0,1,1,1,0,0,0,torque teno Arctocephalus gazella virus 2
2054616,0,1,0,1,1,1,0,0,0,torque teno calomys tener virus
2054617,0,1,0,1,1,1,0,0,0,torque teno carollia perspicillata virus
2054618,0,1,0,1,1,1,0,0,0,torque teno desmodus rotundus virus
2054619,0,1,0,1,1,1,0,0,0,torque teno didelphis albiventris virus
2010248,0,1,0,1,1,1,0,0,0,torque teno indri virus 1
2012676,0,1,0,1,1,1,0,0,0,torque teno Leptonychotes weddellii virus-1
2012677,0,1,0,1,1,1,0,0,0,torque teno Leptonychotes weddellii virus-2
2579707,0,1,0,1,1,1,0,0,0,torque teno ocelot virus
27872163,0,1,0,1,1,1,0,0,0,torque teno tadarida brasiliensis virus
3509728,0,1,0,1,1,1,0,0,0,torque teno virus
4067838,0,1,0,1,1,1,0,0,0,torque teno mini virus 1
2065036,0,1,0,1,1,1,0,0,0,torque teno mini virus 10
