"species","fam_links","VirusFamily","association","status","new_links","gen","fam","clade","MSW3_sciName_matched","tip"
"Lasiurus intermedius","Lasiurus intermedius-parvoviridae","parvoviridae",NA,0,"Lasiurus intermedius-parvoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-peribunyaviridae","peribunyaviridae",NA,0,"Lasiurus intermedius-peribunyaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-phenuiviridae","phenuiviridae",NA,0,"Lasiurus intermedius-phenuiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-picobirnaviridae","picobirnaviridae",NA,0,"Lasiurus intermedius-picobirnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-picornaviridae","picornaviridae",NA,0,"Lasiurus intermedius-picornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-polyomaviridae","polyomaviridae",NA,0,"Lasiurus intermedius-polyomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-poxviridae","poxviridae",NA,0,"Lasiurus intermedius-poxviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-qinviridae","qinviridae",NA,0,"Lasiurus intermedius-qinviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-retroviridae","retroviridae",NA,0,"Lasiurus intermedius-retroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-rhabdoviridae","rhabdoviridae",1,1,"Lasiurus intermedius-rhabdoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-sedoreoviridae","sedoreoviridae",NA,0,"Lasiurus intermedius-sedoreoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-smacoviridae","smacoviridae",NA,0,"Lasiurus intermedius-smacoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-spinareoviridae","spinareoviridae",NA,0,"Lasiurus intermedius-spinareoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-togaviridae","togaviridae",NA,0,"Lasiurus intermedius-togaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-totiviridae","totiviridae",NA,0,"Lasiurus intermedius-totiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-tymoviridae","tymoviridae",NA,0,"Lasiurus intermedius-tymoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus seminolus","Lasiurus seminolus-adamaviridae","adamaviridae",NA,0,"Lasiurus seminolus-adamaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-adenoviridae","adenoviridae",NA,0,"Lasiurus seminolus-adenoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-adintoviridae","adintoviridae",NA,0,"Lasiurus seminolus-adintoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-anelloviridae","anelloviridae",NA,0,"Lasiurus seminolus-anelloviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-arenaviridae","arenaviridae",NA,0,"Lasiurus seminolus-arenaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-artoviridae","artoviridae",NA,0,"Lasiurus seminolus-artoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-astroviridae","astroviridae",NA,0,"Lasiurus seminolus-astroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-birnaviridae","birnaviridae",NA,0,"Lasiurus seminolus-birnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-bornaviridae","bornaviridae",NA,0,"Lasiurus seminolus-bornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-botourmiaviridae","botourmiaviridae",NA,0,"Lasiurus seminolus-botourmiaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-caliciviridae","caliciviridae",NA,0,"Lasiurus seminolus-caliciviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-chuviridae","chuviridae",NA,0,"Lasiurus seminolus-chuviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-circoviridae","circoviridae",NA,0,"Lasiurus seminolus-circoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-coronaviridae","coronaviridae",NA,0,"Lasiurus seminolus-coronaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-filoviridae","filoviridae",NA,0,"Lasiurus seminolus-filoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-flaviviridae","flaviviridae",NA,0,"Lasiurus seminolus-flaviviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-geminiviridae","geminiviridae",NA,0,"Lasiurus seminolus-geminiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-genomoviridae","genomoviridae",NA,0,"Lasiurus seminolus-genomoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-hantaviridae","hantaviridae",NA,0,"Lasiurus seminolus-hantaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-hepadnaviridae","hepadnaviridae",NA,0,"Lasiurus seminolus-hepadnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-hepeviridae","hepeviridae",NA,0,"Lasiurus seminolus-hepeviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-kolmioviridae","kolmioviridae",NA,0,"Lasiurus seminolus-kolmioviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-mahapunaviridae","mahapunaviridae",NA,0,"Lasiurus seminolus-mahapunaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-matonaviridae","matonaviridae",NA,0,"Lasiurus seminolus-matonaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-nairoviridae","nairoviridae",NA,0,"Lasiurus seminolus-nairoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-nodaviridae","nodaviridae",NA,0,"Lasiurus seminolus-nodaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-nyamiviridae","nyamiviridae",NA,0,"Lasiurus seminolus-nyamiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-orthoherpesviridae","orthoherpesviridae",NA,0,"Lasiurus seminolus-orthoherpesviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-orthomyxoviridae","orthomyxoviridae",NA,0,"Lasiurus seminolus-orthomyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-papillomaviridae","papillomaviridae",NA,0,"Lasiurus seminolus-papillomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-paramyxoviridae","paramyxoviridae",NA,0,"Lasiurus seminolus-paramyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-partitiviridae","partitiviridae",NA,0,"Lasiurus seminolus-partitiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-parvoviridae","parvoviridae",NA,0,"Lasiurus seminolus-parvoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-peribunyaviridae","peribunyaviridae",NA,0,"Lasiurus seminolus-peribunyaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-phenuiviridae","phenuiviridae",NA,0,"Lasiurus seminolus-phenuiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-picobirnaviridae","picobirnaviridae",NA,0,"Lasiurus seminolus-picobirnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-picornaviridae","picornaviridae",NA,0,"Lasiurus seminolus-picornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-polyomaviridae","polyomaviridae",NA,0,"Lasiurus seminolus-polyomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-poxviridae","poxviridae",NA,0,"Lasiurus seminolus-poxviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-qinviridae","qinviridae",NA,0,"Lasiurus seminolus-qinviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-retroviridae","retroviridae",NA,0,"Lasiurus seminolus-retroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-rhabdoviridae","rhabdoviridae",1,1,"Lasiurus seminolus-rhabdoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-sedoreoviridae","sedoreoviridae",NA,0,"Lasiurus seminolus-sedoreoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-smacoviridae","smacoviridae",NA,0,"Lasiurus seminolus-smacoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-spinareoviridae","spinareoviridae",NA,0,"Lasiurus seminolus-spinareoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-togaviridae","togaviridae",NA,0,"Lasiurus seminolus-togaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-totiviridae","totiviridae",NA,0,"Lasiurus seminolus-totiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus seminolus","Lasiurus seminolus-tymoviridae","tymoviridae",NA,0,"Lasiurus seminolus-tymoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus"
"Lasiurus xanthinus","Lasiurus xanthinus-adamaviridae","adamaviridae",NA,0,"Lasiurus xanthinus-adamaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-adenoviridae","adenoviridae",NA,0,"Lasiurus xanthinus-adenoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-adintoviridae","adintoviridae",NA,0,"Lasiurus xanthinus-adintoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-anelloviridae","anelloviridae",NA,0,"Lasiurus xanthinus-anelloviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-arenaviridae","arenaviridae",NA,0,"Lasiurus xanthinus-arenaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-artoviridae","artoviridae",NA,0,"Lasiurus xanthinus-artoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-astroviridae","astroviridae",NA,0,"Lasiurus xanthinus-astroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-birnaviridae","birnaviridae",NA,0,"Lasiurus xanthinus-birnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-bornaviridae","bornaviridae",NA,0,"Lasiurus xanthinus-bornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-botourmiaviridae","botourmiaviridae",NA,0,"Lasiurus xanthinus-botourmiaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-caliciviridae","caliciviridae",NA,0,"Lasiurus xanthinus-caliciviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-chuviridae","chuviridae",NA,0,"Lasiurus xanthinus-chuviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-circoviridae","circoviridae",NA,0,"Lasiurus xanthinus-circoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-coronaviridae","coronaviridae",NA,0,"Lasiurus xanthinus-coronaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-filoviridae","filoviridae",NA,0,"Lasiurus xanthinus-filoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-flaviviridae","flaviviridae",NA,0,"Lasiurus xanthinus-flaviviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-geminiviridae","geminiviridae",NA,0,"Lasiurus xanthinus-geminiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-genomoviridae","genomoviridae",NA,0,"Lasiurus xanthinus-genomoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-hantaviridae","hantaviridae",NA,0,"Lasiurus xanthinus-hantaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-hepadnaviridae","hepadnaviridae",NA,0,"Lasiurus xanthinus-hepadnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-hepeviridae","hepeviridae",NA,0,"Lasiurus xanthinus-hepeviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-kolmioviridae","kolmioviridae",NA,0,"Lasiurus xanthinus-kolmioviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-mahapunaviridae","mahapunaviridae",NA,0,"Lasiurus xanthinus-mahapunaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-matonaviridae","matonaviridae",NA,0,"Lasiurus xanthinus-matonaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-nairoviridae","nairoviridae",NA,0,"Lasiurus xanthinus-nairoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-nodaviridae","nodaviridae",NA,0,"Lasiurus xanthinus-nodaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-nyamiviridae","nyamiviridae",NA,0,"Lasiurus xanthinus-nyamiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-orthoherpesviridae","orthoherpesviridae",NA,0,"Lasiurus xanthinus-orthoherpesviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-orthomyxoviridae","orthomyxoviridae",NA,0,"Lasiurus xanthinus-orthomyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-papillomaviridae","papillomaviridae",NA,0,"Lasiurus xanthinus-papillomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-paramyxoviridae","paramyxoviridae",NA,0,"Lasiurus xanthinus-paramyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-partitiviridae","partitiviridae",NA,0,"Lasiurus xanthinus-partitiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-parvoviridae","parvoviridae",NA,0,"Lasiurus xanthinus-parvoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-peribunyaviridae","peribunyaviridae",NA,0,"Lasiurus xanthinus-peribunyaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-phenuiviridae","phenuiviridae",NA,0,"Lasiurus xanthinus-phenuiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-picobirnaviridae","picobirnaviridae",NA,0,"Lasiurus xanthinus-picobirnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-picornaviridae","picornaviridae",NA,0,"Lasiurus xanthinus-picornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-polyomaviridae","polyomaviridae",NA,0,"Lasiurus xanthinus-polyomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-poxviridae","poxviridae",NA,0,"Lasiurus xanthinus-poxviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-qinviridae","qinviridae",NA,0,"Lasiurus xanthinus-qinviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
"Lasiurus xanthinus","Lasiurus xanthinus-retroviridae","retroviridae",NA,0,"Lasiurus xanthinus-retroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus"
