"species","fam_links","VirusFamily","association","status","new_links","gen","fam","clade","MSW3_sciName_matched","tip"
"Myotis daubentonii","Myotis daubentonii-picornaviridae","picornaviridae",NA,0,"Myotis daubentonii-picornaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-polyomaviridae","polyomaviridae",1,1,"Myotis daubentonii-polyomaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-poxviridae","poxviridae",NA,0,"Myotis daubentonii-poxviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-qinviridae","qinviridae",NA,0,"Myotis daubentonii-qinviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-retroviridae","retroviridae",NA,0,"Myotis daubentonii-retroviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-rhabdoviridae","rhabdoviridae",1,1,"Myotis daubentonii-rhabdoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-sedoreoviridae","sedoreoviridae",1,1,"Myotis daubentonii-sedoreoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-smacoviridae","smacoviridae",NA,0,"Myotis daubentonii-smacoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-spinareoviridae","spinareoviridae",1,1,"Myotis daubentonii-spinareoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-togaviridae","togaviridae",NA,0,"Myotis daubentonii-togaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-totiviridae","totiviridae",NA,0,"Myotis daubentonii-totiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis daubentonii","Myotis daubentonii-tymoviridae","tymoviridae",NA,0,"Myotis daubentonii-tymoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii"
"Myotis davidii","Myotis davidii-adamaviridae","adamaviridae",NA,0,"Myotis davidii-adamaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-adenoviridae","adenoviridae",NA,0,"Myotis davidii-adenoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-adintoviridae","adintoviridae",NA,0,"Myotis davidii-adintoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-anelloviridae","anelloviridae",NA,0,"Myotis davidii-anelloviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-arenaviridae","arenaviridae",NA,0,"Myotis davidii-arenaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-artoviridae","artoviridae",NA,0,"Myotis davidii-artoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-astroviridae","astroviridae",1,1,"Myotis davidii-astroviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-birnaviridae","birnaviridae",NA,0,"Myotis davidii-birnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-bornaviridae","bornaviridae",NA,0,"Myotis davidii-bornaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-botourmiaviridae","botourmiaviridae",NA,0,"Myotis davidii-botourmiaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-caliciviridae","caliciviridae",NA,0,"Myotis davidii-caliciviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-chuviridae","chuviridae",NA,0,"Myotis davidii-chuviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-circoviridae","circoviridae",1,1,"Myotis davidii-circoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-coronaviridae","coronaviridae",1,1,"Myotis davidii-coronaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-filoviridae","filoviridae",NA,0,"Myotis davidii-filoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-flaviviridae","flaviviridae",1,1,"Myotis davidii-flaviviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-geminiviridae","geminiviridae",NA,0,"Myotis davidii-geminiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-genomoviridae","genomoviridae",NA,0,"Myotis davidii-genomoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-hantaviridae","hantaviridae",NA,0,"Myotis davidii-hantaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-hepadnaviridae","hepadnaviridae",1,1,"Myotis davidii-hepadnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-hepeviridae","hepeviridae",NA,0,"Myotis davidii-hepeviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-kolmioviridae","kolmioviridae",NA,0,"Myotis davidii-kolmioviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-mahapunaviridae","mahapunaviridae",NA,0,"Myotis davidii-mahapunaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-matonaviridae","matonaviridae",NA,0,"Myotis davidii-matonaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-nairoviridae","nairoviridae",NA,0,"Myotis davidii-nairoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-nodaviridae","nodaviridae",NA,0,"Myotis davidii-nodaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-nyamiviridae","nyamiviridae",NA,0,"Myotis davidii-nyamiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-orthoherpesviridae","orthoherpesviridae",1,1,"Myotis davidii-orthoherpesviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-orthomyxoviridae","orthomyxoviridae",NA,0,"Myotis davidii-orthomyxoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-papillomaviridae","papillomaviridae",NA,0,"Myotis davidii-papillomaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-paramyxoviridae","paramyxoviridae",1,1,"Myotis davidii-paramyxoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-partitiviridae","partitiviridae",NA,0,"Myotis davidii-partitiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-parvoviridae","parvoviridae",NA,0,"Myotis davidii-parvoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-peribunyaviridae","peribunyaviridae",NA,0,"Myotis davidii-peribunyaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-phenuiviridae","phenuiviridae",1,1,"Myotis davidii-phenuiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-picobirnaviridae","picobirnaviridae",NA,0,"Myotis davidii-picobirnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-picornaviridae","picornaviridae",NA,0,"Myotis davidii-picornaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-polyomaviridae","polyomaviridae",1,1,"Myotis davidii-polyomaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-poxviridae","poxviridae",NA,0,"Myotis davidii-poxviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-qinviridae","qinviridae",NA,0,"Myotis davidii-qinviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-retroviridae","retroviridae",NA,0,"Myotis davidii-retroviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-rhabdoviridae","rhabdoviridae",NA,0,"Myotis davidii-rhabdoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-sedoreoviridae","sedoreoviridae",NA,0,"Myotis davidii-sedoreoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-smacoviridae","smacoviridae",NA,0,"Myotis davidii-smacoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-spinareoviridae","spinareoviridae",1,1,"Myotis davidii-spinareoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-togaviridae","togaviridae",NA,0,"Myotis davidii-togaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-totiviridae","totiviridae",NA,0,"Myotis davidii-totiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis davidii","Myotis davidii-tymoviridae","tymoviridae",NA,0,"Myotis davidii-tymoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii"
"Myotis dinellii","Myotis dinellii-adamaviridae","adamaviridae",NA,0,"Myotis dinellii-adamaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-adenoviridae","adenoviridae",NA,0,"Myotis dinellii-adenoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-adintoviridae","adintoviridae",NA,0,"Myotis dinellii-adintoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-anelloviridae","anelloviridae",NA,0,"Myotis dinellii-anelloviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-arenaviridae","arenaviridae",NA,0,"Myotis dinellii-arenaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-artoviridae","artoviridae",NA,0,"Myotis dinellii-artoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-astroviridae","astroviridae",NA,0,"Myotis dinellii-astroviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-birnaviridae","birnaviridae",NA,0,"Myotis dinellii-birnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-bornaviridae","bornaviridae",NA,0,"Myotis dinellii-bornaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-botourmiaviridae","botourmiaviridae",NA,0,"Myotis dinellii-botourmiaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-caliciviridae","caliciviridae",NA,0,"Myotis dinellii-caliciviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-chuviridae","chuviridae",NA,0,"Myotis dinellii-chuviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-circoviridae","circoviridae",NA,0,"Myotis dinellii-circoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-coronaviridae","coronaviridae",NA,0,"Myotis dinellii-coronaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-filoviridae","filoviridae",NA,0,"Myotis dinellii-filoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-flaviviridae","flaviviridae",NA,0,"Myotis dinellii-flaviviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-geminiviridae","geminiviridae",NA,0,"Myotis dinellii-geminiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-genomoviridae","genomoviridae",NA,0,"Myotis dinellii-genomoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-hantaviridae","hantaviridae",NA,0,"Myotis dinellii-hantaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-hepadnaviridae","hepadnaviridae",NA,0,"Myotis dinellii-hepadnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-hepeviridae","hepeviridae",NA,0,"Myotis dinellii-hepeviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-kolmioviridae","kolmioviridae",NA,0,"Myotis dinellii-kolmioviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-mahapunaviridae","mahapunaviridae",NA,0,"Myotis dinellii-mahapunaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-matonaviridae","matonaviridae",NA,0,"Myotis dinellii-matonaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-nairoviridae","nairoviridae",NA,0,"Myotis dinellii-nairoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-nodaviridae","nodaviridae",NA,0,"Myotis dinellii-nodaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-nyamiviridae","nyamiviridae",NA,0,"Myotis dinellii-nyamiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-orthoherpesviridae","orthoherpesviridae",NA,0,"Myotis dinellii-orthoherpesviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-orthomyxoviridae","orthomyxoviridae",NA,0,"Myotis dinellii-orthomyxoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-papillomaviridae","papillomaviridae",NA,0,"Myotis dinellii-papillomaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-paramyxoviridae","paramyxoviridae",NA,0,"Myotis dinellii-paramyxoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-partitiviridae","partitiviridae",NA,0,"Myotis dinellii-partitiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-parvoviridae","parvoviridae",NA,0,"Myotis dinellii-parvoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-peribunyaviridae","peribunyaviridae",NA,0,"Myotis dinellii-peribunyaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-phenuiviridae","phenuiviridae",NA,0,"Myotis dinellii-phenuiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-picobirnaviridae","picobirnaviridae",NA,0,"Myotis dinellii-picobirnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-picornaviridae","picornaviridae",NA,0,"Myotis dinellii-picornaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-polyomaviridae","polyomaviridae",NA,0,"Myotis dinellii-polyomaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-poxviridae","poxviridae",NA,0,"Myotis dinellii-poxviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-qinviridae","qinviridae",NA,0,"Myotis dinellii-qinviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-retroviridae","retroviridae",NA,0,"Myotis dinellii-retroviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-rhabdoviridae","rhabdoviridae",1,1,"Myotis dinellii-rhabdoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-sedoreoviridae","sedoreoviridae",NA,0,"Myotis dinellii-sedoreoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-smacoviridae","smacoviridae",NA,0,"Myotis dinellii-smacoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-spinareoviridae","spinareoviridae",NA,0,"Myotis dinellii-spinareoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-togaviridae","togaviridae",NA,0,"Myotis dinellii-togaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-totiviridae","totiviridae",NA,0,"Myotis dinellii-totiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis dinellii","Myotis dinellii-tymoviridae","tymoviridae",NA,0,"Myotis dinellii-tymoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii"
"Myotis emarginatus","Myotis emarginatus-adamaviridae","adamaviridae",NA,0,"Myotis emarginatus-adamaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-adenoviridae","adenoviridae",1,1,"Myotis emarginatus-adenoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-adintoviridae","adintoviridae",NA,0,"Myotis emarginatus-adintoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-anelloviridae","anelloviridae",NA,0,"Myotis emarginatus-anelloviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-arenaviridae","arenaviridae",NA,0,"Myotis emarginatus-arenaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-artoviridae","artoviridae",NA,0,"Myotis emarginatus-artoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-astroviridae","astroviridae",1,1,"Myotis emarginatus-astroviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-birnaviridae","birnaviridae",NA,0,"Myotis emarginatus-birnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-bornaviridae","bornaviridae",NA,0,"Myotis emarginatus-bornaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-botourmiaviridae","botourmiaviridae",NA,0,"Myotis emarginatus-botourmiaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-caliciviridae","caliciviridae",NA,0,"Myotis emarginatus-caliciviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-chuviridae","chuviridae",NA,0,"Myotis emarginatus-chuviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-circoviridae","circoviridae",1,1,"Myotis emarginatus-circoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-coronaviridae","coronaviridae",1,1,"Myotis emarginatus-coronaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-filoviridae","filoviridae",NA,0,"Myotis emarginatus-filoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-flaviviridae","flaviviridae",NA,0,"Myotis emarginatus-flaviviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-geminiviridae","geminiviridae",NA,0,"Myotis emarginatus-geminiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-genomoviridae","genomoviridae",NA,0,"Myotis emarginatus-genomoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-hantaviridae","hantaviridae",NA,0,"Myotis emarginatus-hantaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-hepadnaviridae","hepadnaviridae",NA,0,"Myotis emarginatus-hepadnaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-hepeviridae","hepeviridae",NA,0,"Myotis emarginatus-hepeviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-kolmioviridae","kolmioviridae",NA,0,"Myotis emarginatus-kolmioviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-mahapunaviridae","mahapunaviridae",NA,0,"Myotis emarginatus-mahapunaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-matonaviridae","matonaviridae",NA,0,"Myotis emarginatus-matonaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-nairoviridae","nairoviridae",NA,0,"Myotis emarginatus-nairoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-nodaviridae","nodaviridae",NA,0,"Myotis emarginatus-nodaviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-nyamiviridae","nyamiviridae",NA,0,"Myotis emarginatus-nyamiviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-orthoherpesviridae","orthoherpesviridae",1,1,"Myotis emarginatus-orthoherpesviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
"Myotis emarginatus","Myotis emarginatus-orthomyxoviridae","orthomyxoviridae",NA,0,"Myotis emarginatus-orthomyxoviridae","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus"
